Truth(English),Truth (Telugu),Predicted
ayinappu,అయినప్పు,అయినప్పు
ajeez,అజీజ్,అజీర్
ryaaleeloo,ర్యాలీలో,ర్యాలీలోలో
monte,మొంటే,మొంటి
fertilisers,ఫెర్టిలైజర్స్,ఫెర్తిలిలసస్్్
theratipally,తెరటిపల్లి,తెరతటిపాలలలి
annimtinii,అన్నింటినీ,అన్నింటిని
chusukovalippudu,చూసుకోవాలిప్పుడు,చూసుకోవవవల్ప్పుడు
guma,గుమ్మా,గుమా
enchukunnaadu,ఎంచుకున్నాడు,ఎంచుకుకున్నాను
gurtuchesukunnaaru,గుర్తుచేసుకున్నారు,గుర్తుచ్చేసులున్నారుు
bhawanaalaku,భవనాలకు,భావనాలకు
mamtapamu,మంటపము,మంటపమమ
vyavaharinchaarannaarani,వ్యవహరించారన్నారని,వ్యవహహహరిచచారన్నారని
chaeraadani,చేరాడని,చేరాదని
quraishi,కురైషి,కబోషీయి
astram,అస్త్రం,అస్త్రా
aahaaramugaa,ఆహారముగా,ఆహారముగగగ
stree,స్త్రీ,సిట్రీ
manipur,మణిపూర్,మననిప్ర్
balagaalato,బలగాలతో,బలగాలతో
mills,మిల్స్,మిల్ల్స్
bush,బుష్,బూష్
loehiyaa,లోహియా,లూహియా
ekkinchaalanukunnaaru,ఎక్కించాలనుకున్నారు,ఎక్కించాలనుకుుున్నారు
nirnayaalato,నిర్ణయాలతో,నిర్నయాలతో
chestunnaarannaadani,చేస్తున్నారన్నాడని,చేస్తుతున్నారన్నాదని
toulmin,టౌల్మిన్,తూల్మిని
uttama,ఉత్తమ,ఉత్టామ
chattabaddhamaina,చట్టబద్దమైన,చట్టబథదదధమమన
vivaahetara,వివాహేతర,వివాహేటరర
hercules,హెర్క్యులస్,హెర్క్లలలేస్
sikar,సికర్,సికరర్
nelakoolaadu,నేలకూలాడు,నిలకోలలలడు
baetaalha,బేతాళ,బాటాభభల
vyasanamgaa,వ్యసనంగా,వ్యససాంంగా
paalapuntha,పాలపుంత,పాలపుంటటం
thaatipoodi,తాటిపూడి,తాతిపోోోి
sikshanato,శిక్షణతో,సిక్షనతతతో
sienyaanni,సైన్యాన్ని,సిన్యామ్న్ని
chestondanee,చేస్తోందనీ,చేస్తోతిందనే
digvijay,దిగ్విజయ్,దిగ్విజయయ
jagdalpur,జగదల్పూర్,జగగిగా్పుర్
chihnanni,చిహ్నాన్ని,చిహ్నన్ని
vahinchimdi,వహించింది,వహించిందిి
universiteelo,యూనివర్శిటీలో,ఉూనివరరసిిిిలల
itharamulu,ఇతరములు,ఇతరమమములు
vaasudevaraavu,వాసుదేవరావు,వాసుడేవరరాాు
grapevine,గ్రేప్వైన్,గ్రాపపవినన
mala,మాలా,మాల
damarukam,ఢమరుకం,దమరుకకక
varthapathrikala,వార్తాపత్రికల,వర్్పపపత్్ికలల
taanugaa,తానుగా,తానుగా
vidyaardhigaa,విద్యార్ధిగా,విద్యార్ధిగా
chainiiyula,చైనీయుల,చైనీయుల
ennadu,ఎన్నడూ,ఎన్నడూ
vimaanaallo,విమానాల్లో,విమానాల్లో
pasitiv,పాజిటివ్,పాజిటివ్
undavani,ఉండవని,ఉండవని
kariveepaaku,కరివేపాకు,కరివేపాకు
surgeri,సర్జరీ,సర్జరీ
renuka,రేణుక,రేణుక
chattabaddham,చట్టబద్ధం,చట్టబద్ధం
laadiga,లాదిగ,లాదిగ
mahesana,మెహసాణా,మెహసాణా
chandra,చంద్ర,చంద్ర
erpadaka,ఏర్పడక,ఏర్పడక
taralivelledi,తరలివెళ్లేది,తరలివెళ్లేది
avathaaraalu,అవతారాలు,అవతారాలు
perlanu,పేర్లను,పేర్లను
innovation,ఇన్నోవేషన్,ఇన్నోవేషన్
medali,మెడలి,మెడలి
aamodinchaaru,ఆమోదించారు,ఆమోదించారు
bediripoyaarani,బెదిరిపోయారని,బెదిరిపోయారని
paarudala,పారుదల,పారుదల
aayurvedam,ఆయుర్వేదం,ఆయుర్వేదం
ahmadnagar,అహ్మద్నగర్,అహ్మద్నగర్
dhashaabdhaalu,దశాబ్దాలు,ధశాబ్దాలు
mm,ఎంఎం,మంమం
paatavi,పాతవి,పాతవి
lawson,లాసన్,లాసన్
graamaala,గ్రామాల,గ్రామాల
konasaaginavaaru,కొనసాగినవారు,కొనసాగినవారు
pradesh,ప్రదేశ్,ప్రదేశ్
amaravati,అమరావతి,అమరావతి
villarreal,విల్లారెయల్,విల్లారెయల్
perukupoyina,పేరుకుపోయిన,పేరుకుపోయిన
sandarbhamuga,సందర్భముగా,సందర్భముగా
kar,కర్,కర్
weymouth,వేమౌత్,వేమౌత్
parisramalalo,పరిశ్రమలలో,పరిశ్రమలలో
andhinchukuntunna,అందించుకుంటున్న,అందించుకుంటున్న
mahaakootamilo,మహాకూటమిలో,మహాకూటమిలో
raakanu,రాకను,రాకను
maanusha,మానుష,మానుష
nolpaaj,నోల్పాజ్,నోల్పాజ్
malda,మల్డ,మల్డ
reserve,రిజర్వ్,రిజర్వ్
meedhoo,మేధో,మేధో
aracheethini,అరచేతిని,అరచేతిని
mohandas,మోహన్దాస్,మోహన్దాస్
siddiqui,సిద్దిఖీ,సిద్దిఖీ
annadanam,అన్నదానం,అన్నదానం
prasad,ప్రసాద్,ప్రసాద్
intho,ఇంతో,ఇంతో
padhe,పదే,పధే
choodakoodadanukuntunnadi,చూడకూడదనుకుంటున్నది,చూడకూడదనుకుంటున్నది
cler,క్లియర్,క్లియర్
rattayya,రత్తయ్య,రత్తయ్య
aazaadh,ఆజాద్,ఆజాద్
vaasudheva,వాసుదేవ,వాసుదేవ
pradeep,ప్రదీప్,ప్రదీప్
baedii,బేడీ,బేడీ
taataaraavu,తాతారావు,తాతారావు
comic,కామిక్,కామిక్
minsipal,మున్సిపల్,మిన్సిపల్
paalpadinattu,పాల్పడినట్టు,పాల్పడినట్టు
kamaljaa,కమల్జా,కమల్లాా
sakramaina,సక్రమమైన,సక్రమైన
istundani,ఇస్తుందని,ఇస్తుందని
balapadutuu,బలపడుతూ,బలకడడతత
taakidi,తాకిడి,తాకిది
stafford,స్టాఫోర్డ్,స్టాఫరరరర్్్
sahakaristundannaadu,సహకరిస్తుందన్నాడు,సహకారిస్తుందనననాను
ennadoo,ఎన్నడూ,ఎన్నడడ
mutyalu,ముత్యాలు,ముత్యలలల
biocon,బయోకాన్,బోయోసిన్
dharalu,ధరలు,ధరరలల
aventura,అవెంటురా,అవెంటటరరర
samaddar,సమద్దర్,సమమ్దరర్
vargiikaranaku,వర్గీకరణకు,వార్గికాానకకక
gadge,గాడ్జ్,గాిిి
narasingaraavu,నరసింగరావు,నారసింగరావు
saarinchindi,సారించింది,సారించింది
edigaaru,ఎదిగారు,ఎదిగారు
deniki,దేనికి,దినికి
teesukovaalannaaru,తీసుకోవాలన్నారు,తీసుకోవావన్న్నారు
prathibimbaanni,ప్రతిబింబాన్ని,ప్రతిరిప్ంబాన్ని
oopikaagaa,ఓపికగా,ఊపికాగా
